SMILES,Tg_pred,MAC_pred,Score
*C(=O)C(*)=O,331.4732819272545,0.05687206816361614,18.851571084184368
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c(C(=O)O)c1C(=O)O,275.63759871922184,0.05685689082324939,15.671896857161423
*C(=O)Nc1ccc(Oc2ccc(NC(=O)N3C(=O)c4ccc(*)cc4C3=O)cc2)c(C(=O)O)c1,261.7695954172733,0.0568825855264347,14.890131399543257
*C(=O)Nc1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(*)cc4C3=O)cc2)c(C(=O)O)c1,259.4639948676428,0.056887840325240496,14.760346310179482
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)NNC(=O)c1ccc(*)o1,258.00655883210374,0.056895768480094575,14.679481437657275
*C(=O)Nc1ccc(*)n1N,252.95459894905545,0.05689777387789367,14.392553572376638
*C(=O)Nc1ccc(Oc2ccc(NC(=O)NNC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,245.0744719006658,0.056887381264820305,13.941644921287667
*C(=O)NC(=O)Nc1ccc(*)o1,243.0555489773539,0.05689364258081464,13.82831553080126
*C(=O)Nc1ccc(Oc2ccc(NC(=O)N3C(=O)c4ccc(*)cc4C3=O)cc2C(=O)O)c([N+](=O)[O-])c1,239.94073818749763,0.056811132694953435,13.631305116095009
*C(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3ccc(*)o3)o2)o1,235.384676850824,0.056847232903346236,13.380967546817683
*C(=O)Nc1ccc(*)nc1C(=O)O,234.7192999537229,0.05690324799488437,13.356290534452347
*C(=O)Nc1ccc(Oc2ccc(NC(=O)OC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1C(=O)O,234.68829813110452,0.056827566187261286,13.33676479542105
*C(=O)Nc1ccc(Oc2ccc(NC(=O)OC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,233.2031041363163,0.05688194272927767,13.26504561377172
