SMILES,Tg_pred,MAC_pred,Score
*C(=O)NNC(=O)c1ccc(*)nc1,219.97375641520682,0.056896252148609446,12.515682311076402
*C(=O)NNC(=O)c1ccc(*)nc1,219.97375641520682,0.056896252148609446,12.515682311076402
*C(=O)Nc1ccc(*)c(O)c1O,217.0546231103612,0.056909029830712034,12.352368021481503
*C(=O)NNC(=O)c1ccc(*)nc1,219.97375641520682,0.056896252148609446,12.515682311076402
*C(=O)NNC(=O)c1ccc(*)nc1,219.97375641520682,0.056896252148609446,12.515682311076402
*C(=O)NNC(=O)c1ccc(*)nc1,219.97375641520682,0.056896252148609446,12.515682311076402
*C(=O)Nc1ccc(*)n1N,252.95459894905554,0.05689777387789367,14.392553572376643
*C(=O)Nc1ccc(*)n1C(=O)O,210.2664507660196,0.056908986508944465,11.966050609927045
*C(=O)Nc1ccc(NC(=O)c2ccc(*)o2)o1,209.1177077679682,0.05689791476486432,11.898361512405659
*C(=O)Nc1ccc(*)nc1O,227.14036963512942,0.0569029027668368,12.92494636777114
*C(=O)NC(=O)c1ccc(*)nc1N,208.12548596944168,0.056906710222674295,11.843736720016283
*C(=O)Nc1ccc(*)nc1C(=O)O,234.71929995372292,0.056903247994884366,13.356290534452347
